BERT-Base Model,T&A Link,F2-PPS,F1-PPS,TPR,FNR,PPV,FDR,AUC-PR,BA,AUC-ROC,G-Mean,MCC,Log-Loss,BS,TNR,FPR,NPV,FOR,Accuracy,Weighted F1-Score,Weighted Precision,Weighted Recall,Macro F1-Score,Macro Precision,Macro Recall
BioLinkBERT-base,vector-concatenation-hidden-states,0.9106141582498349,0.9216529334497565,0.9036714975845411,0.09632850241545894,0.9418766937669376,0.05812330623306232,0.9675326523418034,0.9452547099777291,0.9887578375778183,0.9440779079429239,0.904869015460861,0.09637909810514234,0.026222848791802134,0.9868379223709173,0.013162077629082702,0.978021639040595,0.021978360959404798,0.9712271470012819,0.9709659727424551,0.971220201539583,0.9712271470012819,0.9520123727457779,0.9599491664037665,0.9452547099777291
BioLinkBERT-base,vector-weighted-average-4060-hidden-states,0.8929694992994385,0.90377644497348,0.886280193236715,0.11371980676328504,0.924049201075779,0.07595079892422085,0.9576996412612424,0.9345388557836142,0.9852220431342038,0.9329805024231573,0.8831760593806409,0.108239612706633,0.029721813632200417,0.9827975183305133,0.017202481669486746,0.974051342849515,0.02594865715048491,0.9646630236794171,0.9643432687116638,0.9646662322384023,0.9646630236794171,0.9410640025008277,0.9490502719626471,0.9345388557836142
pubmedbert-base-embeddings,vector-concatenation-classification-token,0.8919419537988865,0.9015161011222664,0.8860869565217392,0.11391304347826085,0.9199235260882019,0.08007647391179798,0.9463414046015469,0.9339371869210756,0.9820859654689569,0.9322855357350818,0.8804717567152538,0.12086539234001129,0.03200506342639282,0.9817874173204123,0.018212582679587763,0.9740519995047666,0.025948000495233402,0.9638467246846117,0.963507369844975,0.9638393542768828,0.9638467246846117,0.9396817148413511,0.9469877627964843,0.9339371869210756
BioLinkBERT-base,text-concatenation-hidden-states,0.8901579917707032,0.8833066530063393,0.8949758454106279,0.10502415458937198,0.8728018719050988,0.12719812809490122,0.9510876973128832,0.9323056430560293,0.9825533591883919,0.9312580655454766,0.8563465769948262,0.11823407257509289,0.03349564710445242,0.9696354407014306,0.030364559298569425,0.9756023243477545,0.024397675652245487,0.9555994063280039,0.9558068386124073,0.9562952344285307,0.9555994063280039,0.9279436969864608,0.9242020981264266,0.9323056430560293
BioLinkBERT-base,vector-sum-hidden-states,0.8886236893783588,0.8991156969958689,0.8820289855072463,0.11797101449275363,0.9183528666455496,0.08164713335445042,0.9552933547758233,0.9319056377056818,0.9849757079364231,0.9302287703560139,0.8772901334368047,0.11214641505682674,0.030893150736353438,0.9817822899041173,0.01821771009588269,0.9730515191640686,0.026948480835931442,0.9630236794171221,0.9626512805892208,0.9627782182087836,0.9630236794171221,0.9382375262565443,0.9457021929048091,0.9319056377056818
BioLinkBERT-base,vector-average-hidden-states,0.8886236893783588,0.8991156969958689,0.8820289855072463,0.11797101449275363,0.9183528666455496,0.08164713335445042,0.9552933547758233,0.9319056377056818,0.9849757079364231,0.9302287703560139,0.8772901334368047,0.11214641505682674,0.030893150736353438,0.9817822899041173,0.01821771009588269,0.9730515191640686,0.026948480835931442,0.9630236794171221,0.9626512805892208,0.9627782182087836,0.9630236794171221,0.9382375262565443,0.9457021929048091,0.9319056377056818
BioLinkBERT-base,vector-weighted-average-1090-hidden-states,0.8839027286392402,0.8810084789563778,0.886183574879227,0.11381642512077299,0.8775073665829968,0.12249263341700316,0.9449005695290233,0.9284145582953792,0.9792006878168873,0.9272861696960006,0.8537557334677601,0.12719800478678112,0.035401596421945014,0.9706455417115315,0.029354458288468454,0.9736398015719624,0.026360198428037628,0.954796599878567,0.9549785474037827,0.9555650478480345,0.954796599878567,0.9265483718837213,0.9255735840774797,0.9284145582953792
BioLinkBERT-base,vector-weighted-average-3070-hidden-states,0.8834608813330483,0.8928572356965606,0.877487922705314,0.12251207729468601,0.9097582972582974,0.09024170274170273,0.9602574309399436,0.9286224415864671,0.9857905150724985,0.9269645646873361,0.8692607385308617,0.1084671039417359,0.030035338546748856,0.9797569604676204,0.020243039532379648,0.9719675530349796,0.028032446965020275,0.9605511704783108,0.9602339988048388,0.9602730506656982,0.9605511704783108,0.9343387747994054,0.9408629251466385,0.9286224415864671
BiomedNLP-BiomedBERT-base-uncased-abstract,vector-weighted-average-2080-hidden-states,0.8822300578625535,0.8905333171888274,0.8773913043478261,0.12260869565217392,0.9073761819575774,0.09262381804242267,0.9489362999502997,0.9280665181945252,0.9848275095049169,0.9261460000816278,0.867251689942772,0.1217199546661645,0.03306191786844716,0.9787417320412244,0.021258267958775567,0.9720869756919859,0.027913024308014123,0.9597348714835053,0.9593833511911243,0.9598866187230823,0.9597348714835053,0.9329240289384615,0.9397315788247816,0.9280665181945252
BioLinkBERT-base,abstract-text-hidden-states,0.8805280472200009,0.8782074400587725,0.8821256038647343,0.11787439613526571,0.8745359235275979,0.12546407647240207,0.9496862973352849,0.9263830090799855,0.9800169130427353,0.9252138440023472,0.8499230888881592,0.12272208500874653,0.033848158612285115,0.9706404142952365,0.02935958570476336,0.9726142079659121,0.027385792034087884,0.953966808338393,0.9540409116128931,0.9541731719782444,0.953966808338393,0.9249136343755724,0.923575065746755,0.9263830090799855
BioLinkBERT-base,vector-weighted-average-2080-hidden-states,0.878760361157734,0.8883016348409989,0.8729468599033817,0.12705314009661836,0.9066054983634683,0.09339450163653176,0.9570528420259065,0.925844295972303,0.984477362704759,0.9238669601404454,0.8642257064290568,0.11286546517910959,0.03121173301167343,0.9787417320412244,0.02125826795877559,0.9710318248653547,0.02896817513464529,0.9589084530796734,0.9585647404042096,0.958898868670872,0.9589084530796734,0.9315551654830146,0.9388186616144114,0.925844295972303
pubmedbert-base-embeddings,vector-weighted-average-4060-classification-token,0.8755459826818512,0.8871103957085207,0.8685990338164251,0.13140096618357486,0.9099145496809695,0.09008545031903033,0.9486618487722052,0.9241805608501702,0.9823408042513465,0.9217373709982576,0.8635845918697592,0.12112143894233988,0.03318726846058964,0.9797620878839153,0.0202379121160847,0.9701840533641072,0.029815946635892866,0.9589050799433314,0.9583828267778804,0.9588426437714166,0.9589050799433314,0.9309874120678074,0.9400493015225383,0.9241805608501702
pubmedbert-base-embeddings,vector-sum-classification-token,0.8738119928143085,0.8756533669200666,0.8729468599033817,0.12705314009661833,0.8802555168408827,0.11974448315911732,0.9486556842077389,0.9228139929420001,0.9813894555055447,0.9206906065803683,0.8481317457806702,0.12340522908707932,0.03372771169821731,0.9726811259806183,0.02731887401938162,0.9709292386629885,0.02907076133701143,0.9539769277474196,0.9537052743854867,0.9538768244738074,0.9539769277474196,0.9237023411434571,0.9255923777519357,0.9228139929420001
pubmedbert-base-embeddings,vector-average-classification-token,0.8738119928143085,0.8756533669200666,0.8729468599033817,0.12705314009661833,0.8802555168408827,0.11974448315911732,0.9486556842077389,0.9228139929420001,0.9813894555055447,0.9206906065803683,0.8481317457806702,0.12340522908707932,0.03372771169821731,0.9726811259806183,0.02731887401938162,0.9709292386629885,0.02907076133701143,0.9539769277474196,0.9537052743854867,0.9538768244738074,0.9539769277474196,0.9237023411434571,0.9255923777519357,0.9228139929420001
BiomedNLP-BiomedBERT-base-uncased-abstract,vector-weighted-average-1090-hidden-states,0.8733063820297746,0.8744932284706237,0.8731400966183575,0.1268599033816425,0.8790263082963833,0.12097369170361676,0.9405337558123354,0.922397869669995,0.9818481957811024,0.920523028432766,0.8469069021753871,0.1284849836465202,0.035406852292028314,0.9716556427216327,0.028344357278367417,0.9709057876941539,0.029094212305845968,0.953157255616272,0.9530000080593745,0.9535928151152862,0.953157255616272,0.9228403260095785,0.9249660479952686,0.922397869669995
