BERT-Base Model,T&A Link,F2-PPS,F1-PPS,TPR,FNR,PPV,FDR,AUC-PR,BA,AUC-ROC,G-Mean,MCC,Log-Loss,BS,TNR,FPR,NPV,FOR,Accuracy,Weighted F1-Score,Weighted Precision,Weighted Recall,Macro F1-Score,Macro Precision,Macro Recall
BioLinkBERT-base,vector-concatenation-hidden-states,0.896486894495565,0.912814744829376,0.886626445449975,0.11337355455002517,0.9447120346114155,0.05528796538858459,0.9673441207810419,0.9367408477315599,0.988191748625185,0.9349140835329907,0.8953138439821596,0.0956593239248325,0.026129383838033763,0.9868552500131447,0.013144749986855254,0.974158048934352,0.025841951065648086,0.9679703455883785,0.967616328317213,0.968571007350641,0.9679703455883785,0.9465889648831222,0.9594350417728836,0.9367408477315599
BioLinkBERT-base,vector-sum-hidden-states,0.8934917702098967,0.8984205395196109,0.8906485671191555,0.10935143288084467,0.9084815167632507,0.09151848323674949,0.9493167851111952,0.9347027997801991,0.9818997285251155,0.9332830662448107,0.8760480818186932,0.11760428976435147,0.03094654129459023,0.9787570324412427,0.021242967558757028,0.9748758649163507,0.02512413508364925,0.9621802513252138,0.9620427693896837,0.9624409995641152,0.9621802513252138,0.9375862136012731,0.9416786908398007,0.9347027997801991
BioLinkBERT-base,vector-average-hidden-states,0.8934917702098967,0.8984205395196109,0.8906485671191555,0.10935143288084467,0.9084815167632507,0.09151848323674949,0.9493167851111952,0.9347027997801991,0.9818997285251155,0.9332830662448107,0.8760480818186932,0.11760428976435147,0.03094654129459023,0.9787570324412427,0.021242967558757028,0.9748758649163507,0.02512413508364925,0.9621802513252138,0.9620427693896837,0.9624409995641152,0.9621802513252138,0.9375862136012731,0.9416786908398007,0.9347027997801991
BioLinkBERT-base,vector-weighted-average-2080-hidden-states,0.8873755196123531,0.8967075929125266,0.881850175967823,0.11814982403217698,0.9153856549367385,0.08461434506326149,0.9558597056407905,0.9313162757435204,0.9839909041766628,0.929271849453317,0.8749709646465631,0.11643620995210235,0.030846266882479642,0.9807823755192175,0.01921762448078237,0.97305588660634,0.02694411339365984,0.9621542240586419,0.96181402570873,0.9623587367119536,0.9621542240586419,0.9367625010936851,0.9442207707715393,0.9313162757435204
pubmedbert-base-embeddings,vector-sum-classification-token,0.886967584614156,0.8888469053992336,0.8868778280542986,0.11312217194570137,0.8967765851279784,0.1032234148720217,0.9517764877997538,0.9312924639859624,0.9831007944011041,0.9289323592312464,0.8658852391970077,0.1193980506583346,0.033533444630267376,0.9757070999176262,0.024292900082373767,0.9741476828915973,0.025852317108402804,0.9588893303953088,0.9585543110475996,0.9596099603992236,0.9588893303953088,0.9318029413683916,0.935462134009788,0.9312924639859624
pubmedbert-base-embeddings,vector-average-classification-token,0.886967584614156,0.8888469053992336,0.8868778280542986,0.11312217194570137,0.8967765851279784,0.1032234148720217,0.9517764877997538,0.9312924639859624,0.9831007944011041,0.9289323592312464,0.8658852391970077,0.1193980506583346,0.033533444630267376,0.9757070999176262,0.024292900082373767,0.9741476828915973,0.025852317108402804,0.9588893303953088,0.9585543110475996,0.9596099603992236,0.9588893303953088,0.9318029413683916,0.935462134009788,0.9312924639859624
BiomedNLP-BiomedBERT-base-uncased-abstract,vector-weighted-average-1090-hidden-states,0.8864307830183359,0.8877283759874852,0.886626445449975,0.11337355455002515,0.8945827521291918,0.10541724787080825,0.9469550856032991,0.9306406321576599,0.9830425181973171,0.9286739345853098,0.8640752595465439,0.12120811177403858,0.03323452258479449,0.9746548188653451,0.025345181134654834,0.9740102238303436,0.02598977616965626,0.9580535865295468,0.9578688151857923,0.9590023492594604,0.9580535865295468,0.9309551040673043,0.9342964879797678,0.9306406321576599
BiomedNLP-BiomedBERT-base-uncased-abstract,text-concatenation-hidden-states,0.886126708213275,0.8931294502452959,0.8826043237807943,0.11739567621920564,0.9097474077350239,0.09025259226497617,0.9531006441852068,0.9306872504860121,0.9844285985772054,0.9283737718203576,0.871243570876062,0.11260003227289411,0.03136064046133193,0.9787701771912297,0.021229822808770178,0.9731605047440642,0.026839495255935583,0.9605610033742823,0.9601678139597052,0.9611917035334371,0.9605610033742823,0.9344639816720421,0.9414539562395442,0.9306872504860121
BioLinkBERT-base,vector-weighted-average-4060-hidden-states,0.8841915735541886,0.8956537368302074,0.8773252890899952,0.12267471091000504,0.9185231831754813,0.08147681682451867,0.9512336722024461,0.929559554652434,0.9824471847382062,0.9271385494056541,0.8742350461456437,0.11579624653968527,0.030263936715215736,0.9817938202148728,0.018206179785127157,0.9722078932785897,0.02779210672141027,0.9621890505790373,0.9616411836658398,0.9621242089321562,0.9621890505790373,0.936271503324164,0.9453655382270354,0.929559554652434
pubmedbert-base-embeddings,vector-concatenation-classification-token,0.8832704496705472,0.8948209930936001,0.8773252890899952,0.12267471091000502,0.9222698053580408,0.07773019464195936,0.9523127135407466,0.92906680179126,0.9840501260005904,0.9265300746840046,0.8748354221390056,0.11630116422140455,0.03132821242051947,0.9808083144925249,0.019191685507474972,0.9723156541596911,0.027684345840308842,0.9613967472400446,0.9610076730694279,0.9628607837612304,0.9613967472400446,0.9355696731087538,0.9472927297588659,0.92906680179126
