BERT-Base Model,T&A Link,F2-PPS,F1-PPS,TPR,FNR,PPV,FDR,AUC-PR,BA,AUC-ROC,G-Mean,MCC,Log-Loss,BS,TNR,FPR,NPV,FOR,Accuracy,Weighted F1-Score,Weighted Precision,Weighted Recall,Macro F1-Score,Macro Precision,Macro Recall
BioLinkBERT-base,vector-weighted-average-3070-hidden-states,0.8927400719647346,0.9023184258083586,0.8865914786967419,0.11340852130325814,0.9192999424525569,0.08070005754744325,0.9518796265084601,0.9341817197343137,0.9817695862570345,0.93289147137358,0.8806002818877884,0.11802646074652708,0.03156166630497617,0.9817719607718854,0.018228039228114484,0.9739058468428996,0.026094153157100435,0.9638304971638306,0.9635879434238347,0.9636383588586735,0.9638304971638306,0.9400615915821392,0.9466028946477282,0.9341817197343137
BioLinkBERT-base,vector-concatenation-hidden-states,0.8854871959533349,0.8972372372372374,0.8778765094554567,0.12212349054454319,0.9177769318614389,0.0822230681385611,0.9552610333609778,0.929822690645339,0.9845680910756273,0.9282423510623249,0.8745125321431537,0.11077693519426657,0.030442704690993166,0.981768871835221,0.018231128164778936,0.9719474526356232,0.028052547364376863,0.9621803621803622,0.961828614055188,0.9617532143974054,0.9621803621803622,0.9370314018581408,0.9448621922485311,0.929822690645339
BioLinkBERT-base,vector-sum-hidden-states,0.8843319084679253,0.8877419354838709,0.8822055137844611,0.11779448621553885,0.8940258101000255,0.10597418989997458,0.9492880020941562,0.9289614393649955,0.9812190091385742,0.9276521730312438,0.8622605448083246,0.12396579346458485,0.03444822294970587,0.9757173649455297,0.024282635054470186,0.9727877688633836,0.027212231136616305,0.9580853580853582,0.9579473262216421,0.9579854893818527,0.9580853580853582,0.9309864319438943,0.9334067894817046,0.9289614393649955
BioLinkBERT-base,vector-average-hidden-states,0.8843319084679253,0.8877419354838709,0.8822055137844611,0.11779448621553885,0.8940258101000255,0.10597418989997458,0.9492880020941562,0.9289614393649955,0.9812190091385742,0.9276521730312438,0.8622605448083246,0.12396579346458485,0.03444822294970587,0.9757173649455297,0.024282635054470186,0.9727877688633836,0.027212231136616305,0.9580853580853582,0.9579473262216421,0.9579854893818527,0.9580853580853582,0.9309864319438943,0.9334067894817046,0.9289614393649955
pubmedbert-base-embeddings,vector-concatenation-classification-token,0.8830577024294302,0.8911729540300969,0.8779334700387332,0.12206652996126677,0.9059400059400059,0.09405999405999406,0.948656194027602,0.9283375359785907,0.9811782152734909,0.9267708393611213,0.8670444937894223,0.11888381240209023,0.03178179375643331,0.9787416019184482,0.021258398081551944,0.9719210926659919,0.028078907334007974,0.9597274041718485,0.9594438919106759,0.9595183870602106,0.9597274041718485,0.9332311106575905,0.938930549302999,0.9283375359785907
BioLinkBERT-base,vector-weighted-average-4060-hidden-states,0.8815789473684209,0.8874072765807135,0.8778195488721804,0.12218045112781957,0.8976608187134502,0.10233918128654973,0.9523534650829842,0.9272735260498962,0.9821776229176099,0.9259035107825698,0.8619139171971743,0.11958642918757867,0.03249791611498032,0.9767275032276123,0.023272496772387814,0.9718140531922108,0.028185946807789075,0.958089402533847,0.9579075602466821,0.9578824054132696,0.958089402533847,0.9308297356970611,0.9347374359528305,0.9272735260498962
pubmedbert-base-embeddings,vector-sum-classification-token,0.8812198869670134,0.8868705321368205,0.8778765094554567,0.12212349054454323,0.8980575487424801,0.10194245125751977,0.9421563806280527,0.9273066117501264,0.9766313113760382,0.9255929351968074,0.8619772522900514,0.13307384896097732,0.03442698240728928,0.9767367140447959,0.023263285955204105,0.9719215291713508,0.0280784708286493,0.9580772691883803,0.9578122422773824,0.9580617089597103,0.9580772691883803,0.930568935864298,0.9349895389569154,0.9273066117501264
pubmedbert-base-embeddings,vector-average-classification-token,0.8812198869670134,0.8868705321368205,0.8778765094554567,0.12212349054454323,0.8980575487424801,0.10194245125751977,0.9421563806280527,0.9273066117501264,0.9766313113760382,0.9255929351968074,0.8619772522900514,0.13307384896097732,0.03442698240728928,0.9767367140447959,0.023263285955204105,0.9719215291713508,0.0280784708286493,0.9580772691883803,0.9578122422773824,0.9580617089597103,0.9580772691883803,0.930568935864298,0.9349895389569154,0.9273066117501264
pubmedbert-base-embeddings,vector-weighted-average-3070-classification-token,0.8761879632072808,0.8805076202336476,0.8736614262930052,0.12633857370699475,0.8892604979561501,0.1107395020438499,0.9404414213904183,0.9241766881257796,0.9788043976758396,0.9223550337309673,0.8539677851501973,0.13210649938376084,0.03615741849850346,0.974691949958554,0.02530805004144591,0.9708788795627562,0.02912112043724376,0.9556040889374223,0.9553478086207613,0.9555389971418786,0.9556040889374223,0.9266201179200989,0.9300696887594532,0.9241766881257796
BiomedNLP-BiomedBERT-base-uncased-abstract,vector-weighted-average-2080-hidden-states,0.8756471291908388,0.8793702028996147,0.8733766233766233,0.12662337662337664,0.8864820625384006,0.11351793746159944,0.9479756569482193,0.9235384563401361,0.9853356854292707,0.9220813977904326,0.8519816269619707,0.11659490487484316,0.03278136588301653,0.9737002893036487,0.026299710696351213,0.9707326395470605,0.0292673604529395,0.9547972214638881,0.954732691469874,0.9549298547949697,0.9547972214638881,0.9257780663036876,0.9286073510427304,0.9235384563401361
BioLinkBERT-base,vector-weighted-average-2080-hidden-states,0.8747051788564542,0.8901023472452044,0.864775575301891,0.13522442469810889,0.917205938332699,0.08279406166730108,0.9468090890420452,0.9232645572197047,0.9801782386370488,0.9213077563353099,0.8661078442280962,0.12208489784532188,0.032914274853805596,0.9817535391375181,0.018246460862481866,0.9690039608597507,0.030996039140249215,0.9597071819294042,0.9592655827692571,0.959236982329414,0.9597071819294042,0.9327165462827886,0.9431049495962248,0.9232645572197047
pubmedbert-base-embeddings,vector-weighted-average-4060-classification-token,0.8741186817304684,0.8817666536293279,0.869332421964001,0.13066757803599907,0.8959049468202785,0.10409505317972138,0.9431316050884115,0.9230207517786228,0.9782940224570131,0.9209591335151409,0.8557036448972403,0.12991453263811428,0.03442426519080278,0.9767090815932448,0.023290918406755196,0.9699579380430444,0.03004206195695558,0.9564230897564231,0.9560235303274333,0.9560246356469456,0.9564230897564231,0.9275263845215825,0.9329314424316616,0.9230207517786228
pubmedbert-base-embeddings,vector-weighted-average-2080-classification-token,0.873908921111311,0.8683873177188183,0.8778765094554567,0.12212349054454319,0.8602574566429988,0.1397425433570012,0.9302721448070802,0.9222345777471116,0.975826985203463,0.9210447199955517,0.8379519436755611,0.14120628791269338,0.03980361651215907,0.9665926460387663,0.03340735396123373,0.9715530262752119,0.028446973724788032,0.9498629943074387,0.9500805336169577,0.9506261458446795,0.9498629943074387,0.9187077699183989,0.9159052414591052,0.9222345777471116
S-PubMedBert-MS-MARCO,vector-concatenation-hidden-states,0.8725405313640607,0.8852489106892237,0.8643768512189564,0.13562314878104353,0.9077617218462288,0.09223827815377113,0.9482687252266176,0.9220658121816708,0.9781762878407744,0.9199905037557438,0.8602353032038382,0.12616650191274928,0.03378458890411348,0.9797547731443853,0.020245226855614768,0.9690593923529853,0.030940607647014635,0.9580934469823359,0.9576185933979414,0.9575234545643649,0.9580934469823359,0.9298057104414243,0.9384105570996071,0.9220658121816708
BioLinkBERT-base,text-concatenation-hidden-states,0.8719704603887841,0.8767816891400869,0.8689336978810663,0.1310663021189337,0.8855022831050228,0.11449771689497719,0.9415441998243309,0.9212923940846612,0.979443621949662,0.9196840510541975,0.8488038470082363,0.12867640464934502,0.03534191020382694,0.9736510902882562,0.02634890971174379,0.96977218582009,0.030227814179909978,0.9539620428509318,0.9538143192649011,0.9538716006232257,0.9539620428509318,0.9242340503183218,0.9276372344625564,0.9212923940846612
BiomedNLP-BiomedBERT-base-uncased-abstract,vector-concatenation-hidden-states,0.8699486182474656,0.8780834703764612,0.8646616541353384,0.13533834586466165,0.8922222222222222,0.10777777777777779,0.9500468427985412,0.9201910540087663,0.9869091728611316,0.9185014140547643,0.8506216712783047,0.11633706586938698,0.03297198923890512,0.9757204538821943,0.024279546117805733,0.9688478182454086,0.031152181754591408,0.9548093548093548,0.9545478051335302,0.9544549216234476,0.9548093548093548,0.9251737705154714,0.9305350202338154,0.9201910540087663
pubmedbert-base-embeddings,text-concatenation-hidden-states,0.8698643320420478,0.8776235058588,0.8648894964684439,0.13511050353155615,0.8914074125341731,0.10859258746582694,0.9381015227802337,0.9202942198898031,0.9800934133704806,0.9183113245349293,0.8502957493821205,0.13132276917063676,0.03743987015656383,0.9756989433111625,0.024301056688837603,0.9688988406049752,0.031101159395024818,0.9547850881184216,0.9544246249102883,0.9543122274868355,0.9547850881184216,0.9249461404859209,0.9301531265695742,0.9202942198898031
BioLinkBERT-base,vector-concatenation-classification-token,0.8690677895357398,0.8697972972972973,0.8690476190476191,0.13095238095238096,0.8727984344422701,0.12720156555772996,0.9347577355324889,0.919333795497984,0.977538507279483,0.9178795641735592,0.8402488211936746,0.13623569601437596,0.03776853778933738,0.969619971948349,0.030380028051651038,0.9696597801444304,0.03034021985556956,0.9506819951264397,0.9507949199540792,0.9514481168851204,0.9506819951264397,0.9196825234325234,0.9212291072933502,0.919333795497984
pubmedbert-base-embeddings,vector-concatenation-hidden-states,0.868932837383282,0.8828096238541155,0.8605035315561631,0.13949646844383687,0.9097642199428223,0.09023578005717765,0.9437063413417008,0.92013990763579,0.9822167321090801,0.917677206172196,0.8584059688550151,0.12376991696370283,0.03460548734875583,0.979776283715417,0.020223716284582933,0.9681646240629664,0.03183537593703364,0.9572542239208907,0.9567053369209964,0.9572303012515245,0.9572542239208907,0.9283309765858417,0.9389644220028943,0.92013990763579
BioLinkBERT-base,abstract-text-hidden-states,0.8670120777223951,0.8706229715346966,0.8646616541353384,0.13533834586466167,0.8768762439995318,0.12312375600046832,0.9352438976084866,0.9181462619261197,0.9755622250561716,0.9165810911957349,0.8408886932734676,0.13598979483367055,0.03711455110464876,0.971630869716901,0.02836913028309888,0.9686938050504496,0.03130619494955045,0.9515009959454405,0.9514075282617055,0.951381888475094,0.9515009959454405,0.9203885925783238,0.9227850245249907,0.9181462619261197
BioLinkBERT-base,vector-weighted-average-1090-hidden-states,0.8662493185451913,0.862464796387696,0.8689906584643428,0.13100934153565735,0.8569896710558255,0.14301032894417462,0.9341679894386772,0.917269733940883,0.9757919922202479,0.9159909901871299,0.8303383421597329,0.13595342112429357,0.038225124330677714,0.9655488094174233,0.034451190582576806,0.9694383872166291,0.030561612783370846,0.9473776807110141,0.947692285388113,0.9482596897773035,0.9473776807110141,0.9149620297236161,0.9132140291362273,0.917269733940883
BiomedNLP-BiomedBERT-base-uncased-abstract,vector-weighted-average-1090-hidden-states,0.8651018117684783,0.8729676810568531,0.8605035315561631,0.13949646844383687,0.8889270696899221,0.11107293031007788,0.9423339871534692,0.917610012514802,0.9818598750197696,0.9153010709619039,0.8455638956222127,0.1268939364352361,0.035398283832761016,0.9747164934734408,0.025283506526559196,0.968010034009073,0.03198996599092696,0.9531470864804197,0.9527547037663707,0.953178111950943,0.9531470864804197,0.922118104929814,0.9284685518494976,0.917610012514802
BioLinkBERT-base,vector-sum-classification-token,0.8647744437076333,0.8650519692762093,0.8647186147186147,0.1352813852813853,0.8660237923576063,0.13397620764239368,0.9283482375902086,0.9166565298471844,0.9805397947018831,0.9151551497020538,0.8338795824212952,0.13559075473290247,0.038872812820448015,0.968594444975754,0.03140555502424599,0.9686034991041997,0.031396500895800185,0.9490318601429713,0.9490812773266883,0.9492818501119963,0.9490318601429713,0.916815776465781,0.917313645730903,0.9166565298471844
BioLinkBERT-base,vector-average-classification-token,0.8647744437076333,0.8650519692762093,0.8647186147186147,0.1352813852813853,0.8660237923576063,0.13397620764239368,0.9283482375902086,0.9166565298471844,0.9805397947018831,0.9151551497020538,0.8338795824212952,0.13559075473290247,0.038872812820448015,0.968594444975754,0.03140555502424599,0.9686034991041997,0.031396500895800185,0.9490318601429713,0.9490812773266883,0.9492818501119963,0.9490318601429713,0.916815776465781,0.917313645730903,0.9166565298471844
BioLinkBERT-base,vector-weighted-average-4060-classification-token,0.8639115646258504,0.8573917371826779,0.8690476190476191,0.13095238095238096,0.849361319431742,0.15063868056825805,0.9326713218022274,0.9157784573936153,0.980300906782423,0.9144845938262488,0.8246881962315552,0.1373696914840785,0.03989056718176379,0.9625092957396116,0.03749070426038836,0.9694367808932708,0.030563219106729173,0.9449166338055227,0.9454277616664233,0.9468266241246747,0.9449166338055227,0.9116183736795032,0.9093990501625063,0.9157784573936153
BiomedNLP-BiomedBERT-base-uncased-abstract,vector-sum-hidden-states,0.8634637053210749,0.8751662260674516,0.8558897243107769,0.14411027568922308,0.8956499356499356,0.10435006435006433,0.9352509649240245,0.9163070413044575,0.9835920665690902,0.9143083066448824,0.8474203259865107,0.12920215656017245,0.034597891730763004,0.9767243582981382,0.023275641701861877,0.9669326042460371,0.033067395753962926,0.9539903539903539,0.9536114507473927,0.9535120030733256,0.9539903539903539,0.9234811123257267,0.9312912699479864,0.9163070413044575
BiomedNLP-BiomedBERT-base-uncased-abstract,vector-average-hidden-states,0.8634637053210749,0.8751662260674516,0.8558897243107769,0.14411027568922308,0.8956499356499356,0.10435006435006433,0.9352509649240245,0.9163070413044575,0.9835920665690902,0.9143083066448824,0.8474203259865107,0.12920215656017245,0.034597891730763004,0.9767243582981382,0.023275641701861877,0.9669326042460371,0.033067395753962926,0.9539903539903539,0.9536114507473927,0.9535120030733256,0.9539903539903539,0.9234811123257267,0.9312912699479864,0.9163070413044575
S-PubMedBert-MS-MARCO,vector-weighted-average-3070-hidden-states,0.8622046356421356,0.852322129392193,0.8689906584643428,0.13100934153565735,0.8365967879856768,0.16340321201432315,0.9343013182957894,0.9147658988067088,0.9749428644548215,0.9136025131901745,0.81760998580919,0.14362786972404948,0.04045713621903718,0.960541139149075,0.03945886085092498,0.9693528931042025,0.0306471068957976,0.9433028988584544,0.9437400807482144,0.9444034813673531,0.9433028988584544,0.9086192702110828,0.9029748405449397,0.9147658988067088
S-PubMedBert-MS-MARCO,vector-weighted-average-4060-hidden-states,0.8621131954465288,0.8586751960000368,0.8645477329687856,0.1354522670312144,0.8534869645980757,0.1465130354019243,0.9336598490659015,0.9150758476518458,0.9743044957457722,0.9134967601238618,0.8260110793584722,0.14250833351741496,0.03967784662448734,0.9656039623349062,0.03439603766509388,0.9685750086005299,0.03142499139947008,0.9465869910314355,0.9466851772768198,0.9469464125771982,0.9465869910314355,0.9128715256493821,0.9110309865993028,0.9150758476518458
BiomedNLP-BiomedBERT-base-uncased-abstract,vector-weighted-average-3070-hidden-states,0.8616690004474687,0.8639867374922265,0.8603326498063341,0.13966735019366602,0.8687037037037038,0.13129629629629627,0.9461342813207878,0.9149916155786396,0.986024819836098,0.9132343523570374,0.8330585586724434,0.12136438532604515,0.032889426959581185,0.9696505813509453,0.030349418649054754,0.9677346670117754,0.03226533298822454,0.9490642157308824,0.9489735099834453,0.9491346919023552,0.9490642157308824,0.9163240077578395,0.9182191853577396,0.9149916155786396
BiomedNLP-BiomedBERT-base-uncased-abstract,vector-weighted-average-4060-hidden-states,0.8598003629764065,0.87248322147651,0.8515607199817726,0.1484392800182274,0.894533231861999,0.10546676813800104,0.9436304542392405,0.9141456280766199,0.9860488891981573,0.9119826246064039,0.8442343658236185,0.12398858361551607,0.03330125258397372,0.976730536171467,0.02326946382853301,0.965971779441226,0.03402822055877389,0.9531713531713532,0.9527246626088252,0.9525425207062149,0.9531713531713532,0.9219012970190098,0.9302525056516125,0.9141456280766199
SapBERT-from-PubMedBERT-fulltext,vector-concatenation-hidden-states,0.859546149484216,0.8652125279642059,0.8558327637275006,0.14416723627249942,0.8749226948650165,0.12507730513498358,0.9375310993429702,0.9137502383565682,0.9758365180909304,0.9118625618544364,0.8345606023752591,0.13789760705124787,0.03760442095006982,0.9716677129856359,0.028332287014364077,0.9667932257434105,0.0332067742565895,0.9498872609983722,0.9496651651259159,0.9495206156924546,0.9498872609983722,0.9172167263081308,0.9208579603042134,0.9137502383565682
pubmedbert-base-embeddings,abstract-text-classification-token,0.8589662260889206,0.8633960729638667,0.8560606060606061,0.14393939393939392,0.8709767662399241,0.12902323376007588,0.9276394117543649,0.9133498795648961,0.9754510491224139,0.9114548880173925,0.8321747220107728,0.1438922472440032,0.04023159772261178,0.9706391530691861,0.029360846930813866,0.9667426074881441,0.03325739251185589,0.9490480379369268,0.9488506829396611,0.9487118275845795,0.9490480379369268,0.9160397853045108,0.9188596868640341,0.9133498795648961
S-PubMedBert-MS-MARCO,vector-sum-hidden-states,0.857186668194986,0.8470169669069385,0.8646046935520619,0.13539530644793804,0.8323280404055086,0.16767195959449152,0.9313497543725345,0.912070908149787,0.9732852212589341,0.9102400772085658,0.8121068578652592,0.14544179391648343,0.04036367225148687,0.9595371227475119,0.040462877252488094,0.9685337297201037,0.03146627027989635,0.9416487194264972,0.9419401876605026,0.9429349691911592,0.9416487194264972,0.90547647461399,0.9004308850628062,0.912070908149787
S-PubMedBert-MS-MARCO,vector-average-hidden-states,0.857186668194986,0.8470169669069385,0.8646046935520619,0.13539530644793804,0.8323280404055086,0.16767195959449152,0.9313497543725345,0.912070908149787,0.9732852212589341,0.9102400772085658,0.8121068578652592,0.14544179391648343,0.04036367225148687,0.9595371227475119,0.040462877252488094,0.9685337297201037,0.03146627027989635,0.9416487194264972,0.9419401876605026,0.9429349691911592,0.9416487194264972,0.90547647461399,0.9004308850628062,0.912070908149787
S-PubMedBert-MS-MARCO,vector-weighted-average-2080-hidden-states,0.8563842648771249,0.8443215964653286,0.8646616541353384,0.13533834586466167,0.8251003396109912,0.17489966038900895,0.9262908086883984,0.9110800673385638,0.9721614544999859,0.9098681174913726,0.80761271609245,0.1521865752424452,0.043491956008744816,0.9574984805417895,0.04250151945821057,0.9682743432436683,0.03172565675633162,0.9400147622369844,0.9405465092618476,0.9413471721361399,0.9400147622369844,0.903585706150768,0.8966873414273296,0.9110800673385638
all-mpnet-base-v2,vector-concatenation-hidden-states,0.8561393906221492,0.8630281762220174,0.8516176805650492,0.14838231943495098,0.8748027046512986,0.12519729534870128,0.9300376769350813,0.9116303970214944,0.9731837498301591,0.9096347155009848,0.831866323036789,0.14365349183164855,0.03960074886851261,0.9716431134779396,0.028356886522060403,0.9657745873459792,0.03422541265402068,0.9490439934884378,0.9487943908172563,0.9486298869896773,0.9490439934884378,0.9158633362954977,0.9202886459986389,0.9116303970214944
pubmedbert-base-embeddings,text-concatenation-classification-token,0.8557320264367888,0.8556384034320889,0.8560606060606061,0.14393939393939392,0.8565090315842069,0.14349096841579304,0.9311564836045007,0.9113357808740602,0.9732882762159112,0.9093993000668207,0.8227453459534955,0.14672983150620952,0.03991843674939315,0.9666109556875143,0.03338904431248557,0.9666736292135775,0.033326370786422456,0.9457599013154568,0.9457036646870733,0.9459553436850537,0.9457599013154568,0.9111201821601863,0.9115913303988923,0.9113357808740602
BiomedNLP-BiomedBERT-base-uncased-abstract,vector-concatenation-classification-token,0.8556869853565839,0.8491228070175438,0.8603896103896105,0.1396103896103896,0.83937343358396,0.1606265664160401,0.9076513754277701,0.9109765377944984,0.9759516811458518,0.909413310645132,0.8141892428966412,0.17317336413230666,0.04362415531286851,0.9615634651993862,0.03843653480061374,0.9674678694308495,0.03253213056915053,0.9424838980394535,0.9427551435994039,0.94339303986638,0.9424838980394535,0.906793726459424,0.9034206515074047,0.9109765377944984
pubmedbert-base-embeddings,abstract-text-hidden-states,0.8556232229890678,0.8487546711105339,0.8605604921394395,0.13943950786056047,0.8386275886275886,0.1613724113724114,0.9267853498600164,0.9110405240911907,0.9776735617353731,0.9092456073803238,0.8138874744858451,0.14274226119748912,0.041390758331377765,0.961520556042942,0.03847944395705816,0.9675273501882193,0.03247264981178074,0.9424636757970091,0.9426612312422185,0.9432654847822611,0.9424636757970091,0.9066112438175179,0.9030774694079039,0.9110405240911907
BiomedNLP-BiomedBERT-base-uncased-abstract,abstract-text-hidden-states,0.8544157271207883,0.8659235209235209,0.8472886762360448,0.15271132376395533,0.8875839099719697,0.11241609002803032,0.9269953794798926,0.9110010683828152,0.9753198374075044,0.9084597536185309,0.8368437931270546,0.1433972724015302,0.040260399741688685,0.974713460529586,0.025286539470414038,0.9650024044681903,0.034997595531809665,0.9506819951264397,0.9502338124122636,0.9504883697959766,0.9506819951264397,0.9178511953511953,0.92629315722008,0.9110010683828152
S-PubMedBert-MS-MARCO,vector-concatenation-classification-token,0.853011200332393,0.8553165040463341,0.8515037593984962,0.1484962406015038,0.8592784992784993,0.1407215007215007,0.9156443527665635,0.9095670320926383,0.9669933818888762,0.9077109906832933,0.8220132998911418,0.1569555996960651,0.04215371228475714,0.9676303047867805,0.032369695213219495,0.9656565656565657,0.03434343434343434,0.9457801235579014,0.9457041507672255,0.9456636488690361,0.9457801235579014,0.91097773806981,0.9124675324675325,0.9095670320926383
